policyName,reason,applicationName,openTime,component,stage,threatLevel
Security-Medium,sonatype-2014-0173,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-fileupload/commons-fileupload@1.2.2?type=jar",build,7
Security-Medium,CVE-2019-3795,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-core@3.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2020-5408,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-core@3.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2020-5421,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2021-22096,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2017-0492,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/javax.mail/mail@1.4.2?type=jar",build,7
Security-Medium,CVE-2007-2353,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2012-5784,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2014-3596,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2018-1199,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-config@3.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2021-22060,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework/spring-webmvc@5.2.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2018-0705,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-io/commons-io@1.3.2?type=jar",build,7
Security-Medium,CVE-2019-12384,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9?type=jar",build,7
Security-Medium,CVE-2019-12814,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9?type=jar",build,7
Security-Medium,CVE-2020-15250,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/junit/junit@4.8.1?type=jar",build,7
Security-Medium,sonatype-2017-0492,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/javax.mail/mailapi@1.4.2?type=jar",build,7
Security-Medium,CVE-2018-14335,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,7
Security-Medium,sonatype-2016-0397,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-core@2.0.4?type=jar",build,7
Security-Critical,CVE-2016-1000031,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-fileupload/commons-fileupload@1.2.2?type=jar",build,10
Security-Critical,CVE-2007-4575,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/hsqldb/hsqldb@1.8.0.7?type=jar",build,10
Security-Critical,sonatype-2015-0002,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/apache-collections/commons-collections@3.1?type=jar",build,10
Security-Critical,CVE-2019-17571,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2022-23305,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2022-23307,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2016-1000027,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,10
Security-Critical,CVE-2021-42392,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,10
Security-High,CVE-2016-9879,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-web@3.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2021-22112,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-web@3.2.4.RELEASE?type=jar",build,9
Security-High,sonatype-2017-0641,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-web@3.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2013-2186,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-fileupload/commons-fileupload@1.2.2?type=jar",build,9
Security-High,CVE-2014-0050,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-fileupload/commons-fileupload@1.2.2?type=jar",build,9
Security-High,CVE-2016-3092,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-fileupload/commons-fileupload@1.2.2?type=jar",build,9
Security-High,CVE-2019-11272,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-core@3.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2021-4104,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,CVE-2022-23302,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,sonatype-2010-0053,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,CVE-2021-22118,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2015-0254,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/javax.servlet/jstl@1.2?type=jar",build,9
Security-High,CVE-2019-0227,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/axis/axis@1.2?type=jar",build,9
Security-High,CVE-2016-5007,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/org.springframework.security/spring-security-config@3.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2015-0254,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/apache-taglibs/standard@1.1.2?type=jar",build,9
Security-High,CVE-2020-25649,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9?type=jar",build,9
Security-High,sonatype-2017-0312,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9?type=jar",build,9
Security-High,CVE-2014-0114,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/commons-beanutils/commons-beanutils@1.6?type=jar",build,9
Security-High,CVE-2022-23221,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,9
Security-High,sonatype-2020-1324,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,9
Security-High,sonatype-2017-0355,webg2,2022-01-22T18:03:26.018+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-core@2.0.4?type=jar",build,9
Security-Medium,sonatype-2014-0015,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0016,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0017,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0060,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0068,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0069,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0248,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0057,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0059,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0078,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0080,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2016-0272,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2016-0282,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2017-0023,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2017-0486,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2020-0336,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,CVE-2020-11023,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,sonatype-2014-0026,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,sonatype-2019-0115,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,CVE-2019-3795,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-core@5.1.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2020-5408,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-core@5.1.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2016-6311,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-10687,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-10719,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2021-20220,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2021-3597,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-5421,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2021-22096,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2017-0492,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/javax.mail/mail@1.4.2?type=jar",build,7
Security-Medium,sonatype-2021-4517,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/ch.qos.logback/logback-classic@1.2.3?type=jar",build,7
Security-Medium,sonatype-2015-0115,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angular-ui-bootstrap@0.11.0",build,7
Security-Medium,sonatype-2021-1446,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/ch.qos.logback/logback-core@1.2.3?type=jar",build,7
Security-Medium,sonatype-2021-4517,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/ch.qos.logback/logback-core@1.2.3?type=jar",build,7
Security-Medium,CVE-2007-2353,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2012-5784,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2014-3596,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,sonatype-2015-0356,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/jquery-form@3.50.0",build,7
Security-Medium,CVE-2020-0187,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2020-15522,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2020-26939,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,sonatype-2020-0770,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2021-22060,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework/spring-webmvc@5.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2018-14042,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,CVE-2019-8331,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2016-0129,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2018-0607,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2020-1394,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-servlet@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-15250,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/junit/junit@4.8.1?type=jar",build,7
Security-Medium,sonatype-2017-0492,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/javax.mail/mailapi@1.4.2?type=jar",build,7
Security-Medium,CVE-2018-14335,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,7
Security-Medium,sonatype-2017-0507,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2019-0469,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2020-1270,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Critical,CVE-2007-4575,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/hsqldb/hsqldb@1.8.0.7?type=jar",build,10
Security-Critical,sonatype-2015-0002,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/apache-collections/commons-collections@3.1?type=jar",build,10
Security-Critical,CVE-2019-17571,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2022-23305,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2022-23307,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,10
Security-Critical,CVE-2020-1745,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,10
Security-Critical,CVE-2016-1000027,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,10
Security-Critical,CVE-2021-42392,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,10
Security-High,sonatype-2014-0043,webgoat,2022-01-22T18:03:58.919+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,9
Security-High,CVE-2021-4104,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,CVE-2022-23302,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,sonatype-2010-0053,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/log4j/log4j@1.2.17?type=jar",build,9
Security-High,CVE-2019-14888,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,9
Security-High,CVE-2020-10705,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,9
Security-High,CVE-2020-1757,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,9
Security-High,CVE-2021-22118,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,9
Security-High,CVE-2015-0254,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/javax.servlet/jstl@1.2?type=jar",build,9
Security-High,sonatype-2021-1175,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/ch.qos.logback/logback-core@1.2.3?type=jar",build,9
Security-High,CVE-2019-0227,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/axis/axis@1.2?type=jar",build,9
Security-High,CVE-2018-1000180,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,9
Security-High,CVE-2015-0254,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/apache-taglibs/standard@1.1.2?type=jar",build,9
Security-High,sonatype-2020-1438,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.glassfish/jakarta.el@3.0.3?type=jar",build,9
Security-High,CVE-2021-3690,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/io.undertow/undertow-websockets-jsr@2.0.28.Final?type=jar",build,9
Security-High,sonatype-2021-4682,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.11.2?type=jar",build,9
Security-High,CVE-2022-23221,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,9
Security-High,sonatype-2020-1324,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,9
Security-High,CVE-2021-22112,webgoat,2022-01-22T18:03:58.919+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,9
Security-Medium,sonatype-2014-0015,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0016,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0017,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0060,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0068,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0069,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2014-0248,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0057,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0059,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0078,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2015-0080,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2016-0272,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2016-0282,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2017-0023,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2017-0486,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,sonatype-2020-0336,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angularjs@1.2.16",build,7
Security-Medium,CVE-2020-11023,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,sonatype-2014-0026,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,sonatype-2019-0115,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20jquery@1.10.2",build,7
Security-Medium,CVE-2019-3795,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework.security/spring-security-core@5.1.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2020-5408,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework.security/spring-security-core@5.1.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2016-6311,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-10687,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-10719,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2021-20220,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2021-3597,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-core@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-5421,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2021-22096,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework/spring-web@5.2.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2017-0492,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/javax.mail/mail@1.4.2?type=jar",build,7
Security-Medium,sonatype-2021-4517,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/ch.qos.logback/logback-classic@1.2.3?type=jar",build,7
Security-Medium,sonatype-2015-0115,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20angular-ui-bootstrap@0.11.0",build,7
Security-Medium,sonatype-2021-1446,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/ch.qos.logback/logback-core@1.2.3?type=jar",build,7
Security-Medium,sonatype-2021-4517,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/ch.qos.logback/logback-core@1.2.3?type=jar",build,7
Security-Medium,CVE-2007-2353,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2012-5784,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,CVE-2014-3596,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/axis/axis@1.2?type=jar",build,7
Security-Medium,sonatype-2015-0356,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/jquery-form@3.50.0",build,7
Security-Medium,CVE-2020-0187,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2020-15522,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2020-26939,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,sonatype-2020-0770,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.bouncycastle/bcprov-jdk15on@1.56?type=jar",build,7
Security-Medium,CVE-2021-22060,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework/spring-webmvc@5.2.4.RELEASE?type=jar",build,7
Security-Medium,CVE-2018-14042,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,CVE-2019-8331,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2016-0129,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2018-0607,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:a-name/org.webjars%20bootstrap@3.1.1",build,7
Security-Medium,sonatype-2020-1394,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/io.undertow/undertow-servlet@2.0.28.Final?type=jar",build,7
Security-Medium,CVE-2020-15250,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/junit/junit@4.8.1?type=jar",build,7
Security-Medium,sonatype-2017-0492,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/javax.mail/mailapi@1.4.2?type=jar",build,7
Security-Medium,CVE-2018-14335,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/com.h2database/h2@1.4.187?type=jar",build,7
Security-Medium,sonatype-2017-0507,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2019-0469,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Medium,sonatype-2020-1270,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/org.springframework.security/spring-security-web@5.1.4.RELEASE?type=jar",build,7
Security-Critical,CVE-2007-4575,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/hsqldb/hsqldb@1.8.0.7?type=jar",build,10
Security-Critical,sonatype-2015-0002,webgoat-bamboo,2022-01-22T18:04:32.131+0000,"pkg:maven/apache-collections/commons-collections@3.1?type=jar",build,10
